ID,STYPE,Agree_IN,Agree_IN2,SQ1,SQ2,SQ3,SQ4,SQ5A,SQ5AA,ASQ1,ASQ1A,ASQ1B,ASQ1C,TASQ1C_2,ASQ2A,ASQ2AC,AQ1,ATQ1_7,AQ1A,AQ1B,Q2,Q3,Q3A,Q4,Q5,Q5A,Q6,Q7,Q7A,Q8,RQ8,Q8A_1_1,Q8A_1_2,Q8A_1_3,Q8A_1_4,TQ8A_1_4,Q8A_1_5,Q8A_2_1,Q8A_2_2,Q8A_2_3,Q8A_2_4,TQ8A_2_4,Q8A_2_5,Q8A_3_1,Q8A_3_2,Q8A_3_3,Q8A_3_4,TQ8A_3_4,Q8A_3_5,Q8A_4_1,Q8A_4_2,Q8A_4_3,Q8A_4_4,TQ8A_4_4,Q8A_4_5,Q8A_5_1,Q8A_5_2,Q8A_5_3,Q8A_5_4,TQ8A_5_4,Q8A_5_5,Q8A_6_1,Q8A_6_2,Q8A_6_3,Q8A_6_4,TQ8A_6_4,Q8A_6_5,Q8A_7_1,Q8A_7_2,Q8A_7_3,Q8A_7_4,TQ8A_7_4,Q8A_7_5,Q8A_8_1,Q8A_8_2,Q8A_8_3,Q8A_8_4,TQ8A_8_4,Q8A_8_5,Q8A_9_1,Q8A_9_2,Q8A_9_3,Q8A_9_4,TQ8A_9_4,Q8A_9_5,Q8A_10_1,Q8A_10_2,Q8A_10_3,Q8A_10_4,TQ8A_10_4,Q8A_10_5,Q8A_11_1,Q8A_11_2,Q8A_11_3,Q8A_11_4,TQ8A_11_4,Q8A_11_5,Q8A_12_1,Q8A_12_2,Q8A_12_3,Q8A_12_4,TQ8A_12_4,Q8A_12_5,Q8A_13_1,Q8A_13_2,Q8A_13_3,Q8A_13_4,TQ8A_13_4,Q8A_13_5,Q8A_14_1,Q8A_14_2,Q8A_14_3,Q8A_14_4,TQ8A_14_4,Q8A_14_5,Q8A_15_1,Q8A_15_2,Q8A_15_3,Q8A_15_4,TQ8A_15_4,Q8A_15_5,Q8A_16_1,Q8A_16_2,Q8A_16_3,Q8A_16_4,TQ8A_16_4,Q8A_16_5,Q8A_17_1,Q8A_17_2,Q8A_17_3,Q8A_17_4,TQ8A_17_4,Q8A_17_5,Q8A_18_1,Q8A_18_2,Q8A_18_3,Q8A_18_4,TQ8A_18_4,Q8A_18_5,Q8A_19_1,Q8A_19_2,Q8A_19_3,Q8A_19_4,TQ8A_19_4,Q8A_19_5,Q8A_20_1,Q8A_20_2,Q8A_20_3,Q8A_20_4,TQ8A_20_4,Q8A_20_5,Q8A_21_1,Q8A_21_2,Q8A_21_3,Q8A_21_4,TQ8A_21_4,Q8A_21_5,Q8A_22_1,Q8A_22_2,Q8A_22_3,Q8A_22_4,TQ8A_22_4,Q8A_22_5,Q8A_23_1,Q8A_23_2,Q8A_23_3,Q8A_23_4,TQ8A_23_4,Q8A_23_5,Q8A_24_1,Q8A_24_2,Q8A_24_3,Q8A_24_4,TQ8A_24_4,Q8A_24_5,Q8A_25_1,Q8A_25_2,Q8A_25_3,Q8A_25_4,TQ8A_25_4,Q8A_25_5,Q8A_26_1,Q8A_26_2,Q8A_26_3,Q8A_26_4,TQ8A_26_4,Q8A_26_5,Q8A_27_1,Q8A_27_2,Q8A_27_3,Q8A_27_4,TQ8A_27_4,Q8A_27_5,Q8A_28_1,Q8A_28_2,Q8A_28_3,Q8A_28_4,TQ8A_28_4,Q8A_28_5,Q8A_29_1,Q8A_29_2,Q8A_29_3,Q8A_29_4,TQ8A_29_4,Q8A_29_5,Q8A_30_1,Q8A_30_2,Q8A_30_3,Q8A_30_4,TQ8A_30_4,Q8A_30_5,Q8A_31_1,Q8A_31_2,Q8A_31_3,Q8A_31_4,TQ8A_31_4,Q8A_31_5,Q8A_32_1,Q8A_32_2,Q8A_32_3,Q8A_32_4,TQ8A_32_4,Q8A_32_5,Q8A_33_1,Q8A_33_2,Q8A_33_3,Q8A_33_4,TQ8A_33_4,Q8A_33_5,Q8A_34_1,Q8A_34_2,Q8A_34_3,Q8A_34_4,TQ8A_34_4,Q8A_34_5,Q8A_35_1,Q8A_35_2,Q8A_35_3,Q8A_35_4,TQ8A_35_4,Q8A_35_5,Q8A_36_1,Q8A_36_2,Q8A_36_3,Q8A_36_4,TQ8A_36_4,Q8A_36_5,Q8A_37_1,Q8A_37_2,Q8A_37_3,Q8A_37_4,TQ8A_37_4,Q8A_37_5,Q8A_38_1,Q8A_38_2,Q8A_38_3,Q8A_38_4,TQ8A_38_4,Q8A_38_5,Q8A_39_1,Q8A_39_2,Q8A_39_3,Q8A_39_4,TQ8A_39_4,Q8A_39_5,Q8A_40_1,Q8A_40_2,Q8A_40_3,Q8A_40_4,TQ8A_40_4,Q8A_40_5,Q8A_41_1,Q8A_41_2,Q8A_41_3,Q8A_41_4,TQ8A_41_4,Q8A_41_5,Q8A_42_1,Q8A_42_2,Q8A_42_3,Q8A_42_4,TQ8A_42_4,Q8A_42_5,Q8A_43_1,Q8A_43_2,Q8A_43_3,Q8A_43_4,TQ8A_43_4,Q8A_43_5,Q8A_44_1,Q8A_44_2,Q8A_44_3,Q8A_44_4,TQ8A_44_4,Q8A_44_5,Q8A_45_1,Q8A_45_2,Q8A_45_3,Q8A_45_4,TQ8A_45_4,Q8A_45_5,Q8A_46_1,Q8A_46_2,Q8A_46_3,Q8A_46_4,TQ8A_46_4,Q8A_46_5,Q8A_47_1,Q8A_47_2,Q8A_47_3,Q8A_47_4,TQ8A_47_4,Q8A_47_5,Q8A_48_1,Q8A_48_2,Q8A_48_3,Q8A_48_4,TQ8A_48_4,Q8A_48_5,Q8A_49_1,Q8A_49_2,Q8A_49_3,Q8A_49_4,TQ8A_49_4,Q8A_49_5,Q8A_50_1,Q8A_50_2,Q8A_50_3,Q8A_50_4,TQ8A_50_4,Q8A_50_5,DQ1,DQ2,TDQ2_10,DQ3,DQ3A,DQ4,DQ4A_1,DQ4A_2,DQ4A_3,DQ4A_4,DQ4A_5,DQ4A_6,DQ4A_7,TDQ4A_7,DQ5,TDQ5_12,DQ6,TDQ6_12
20510,2,Y,,2,28,11,2,월요일,5,,,,,,,,,,,,1,1,2,2,2,,2,2,2,10,6.00,7,2,4,2,,2,7,2,4,2,,2,7,2,3,2,,2,7,1,4,2,,2,7,1,4,2,,2,6,1,4,2,,2,7,1,4,1,,1,7,1,4,1,,1,7,2,4,1,,1,6,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,2,,1,,,,,,,,,5,,5,
20511,2,Y,,1,42,14,2,월요일,5,,,,,,,,,,,,1,1,3,1,2,,2,2,2,10,6.00,4,1,1,3,,2,4,1,1,3,,2,4,1,1,3,,2,4,1,1,3,,2,4,2,1,3,,2,4,2,1,3,,2,4,2,1,3,,2,6,1,3,3,,2,6,2,3,3,,2,6,2,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,4,2,1,,,,,,,,,7,,7,
20512,2,Y,,2,60,9,2,월요일,5,,,,,,,,,,,,1,1,3,3,2,,1,2,2,7,5.00,6,2,2,1,,2,12,2,3,1,,2,9,1,2,10,,1,8,2,2,10,,2,7,2,2,10,,2,11,2,2,1,,2,9,2,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,3,1,2,,,,,,,5,,7,
20513,2,Y,,1,54,16,2,월요일,5,,,,,,,,,,,,1,1,3,4,2,,2,2,1,1,2.00,8,1,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,4,1,2,1,,,,,,,,6,,7,
20514,2,Y,,2,42,9,2,월요일,5,,,,,,,,,,,,1,1,3,5,1,5,2,1,,3,4.00,8,1,3,9,,2,3,1,5,1,,1,3,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,2,,3,,2,,,,,,,5,,6,
20515,2,Y,,1,22,1,1,월요일,5,,,,,,,,,,,,1,1,3,4,1,1,1,1,,5,5.00,3,1,2,6,,1,3,1,2,6,,1,3,1,2,6,,1,3,1,2,6,,1,3,1,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,1,5,,,,,5,,,,7,,11,
20516,2,Y,,1,28,6,1,월요일,5,,,,,,,,,,,,2,2,,3,1,4,1,1,,2,3.00,2,1,2,6,,1,2,1,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,3,2,4,,,3,,,6,,,4,,8,
20517,2,Y,,2,56,1,1,월요일,5,,,,,,,,,,,,2,1,3,5,2,,2,2,1,6,5.00,9,1,5,5,,2,9,1,5,5,,2,9,1,5,5,,2,9,1,5,5,,2,9,2,4,5,,2,7,1,4,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,2,3,,2,3,,,,,,11,,12,120000000
20520,2,Y,,1,21,8,1,월요일,5,,,,,,,,,,,,1,1,2,2,2,,2,2,2,3,4.00,6,2,2,4,,2,6,2,2,4,,2,6,1,2,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,1,4,,,3,,,,,,1,,6,
20521,2,Y,,1,19,9,3,월요일,5,,,,,,,,,,,,1,1,2,1,2,,2,2,1,5,5.00,6,1,1,1,,2,6,1,1,1,,2,6,1,1,1,,2,6,1,1,1,,2,6,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,1,4,,,3,,,6,,,9,,10,
20522,2,Y,,2,53,16,3,월요일,5,,,,,,,,,,,,2,1,3,1,2,,2,2,1,50,6.00,4,1,4,2,,2,4,2,4,2,,2,8,2,5,2,,2,8,2,5,2,,2,9,2,5,2,,2,7,2,5,2,,2,7,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,6,2,5,2,,2,4,2,5,2,,2,4,2,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,4,1,5,2,,2,3,1,5,2,,2,3,1,5,2,,2,3,1,5,2,,2,3,2,5,2,,2,1,3,,4,1,1,,,,,,,,,6,,6,
20523,2,Y,,2,49,9,2,월요일,5,,,,,,,,,,,,1,1,3,5,2,,2,2,2,3,4.00,9,1,3,1,,2,9,1,3,2,,2,12,1,4,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,2,1,,,,,,,,4,,11,
20524,2,Y,,2,62,9,2,월요일,5,,,,,,,,,,,,1,1,3,4,2,,2,1,,1,2.00,10,1,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,2,1,,,,,,,,8,,12,120000000
20525,2,Y,,2,27,15,2,월요일,5,,,,,,,,,,,,2,2,,4,2,,2,2,2,1,2.00,6,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,,2,1,,,,,,,,3,,4,
20526,2,Y,,2,54,1,1,월요일,5,,,,,,,,,,,,2,1,3,4,2,,2,2,2,3,4.00,9,2,2,2,,2,8,2,3,2,,2,7,2,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,4,1,2,,,,,,,10,,11,
20527,2,Y,,2,35,3,1,월요일,5,,,,,,,,,,,,2,1,2,5,1,5,2,2,1,6,5.00,7,2,4,5,,2,7,2,4,5,,2,7,2,4,5,,2,7,2,4,5,,2,7,1,5,1,,1,7,2,4,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,2,4,1,2,,,,,,,6,,7,
20528,2,Y,,2,63,9,2,월요일,5,,,,,,,,,,,,1,1,3,2,1,5,1,2,1,5,5.00,11,1,4,1,,1,10,2,1,9,,2,9,2,2,6,,2,8,2,3,9,,2,8,2,4,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,2,2,1,,,,,,,,6,,7,
20529,2,Y,,1,57,11,3,월요일,5,,,,,,,,,,,,1,1,3,5,2,,1,2,1,2,3.00,8,1,2,2,,2,8,1,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,4,1,4,1,2,,,,,,,7,,9,
20530,2,Y,,2,48,12,2,월요일,5,,,,,,,,,,,,1,1,2,5,1,5,2,2,2,2,3.00,4,1,2,1,,1,4,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,4,1,3,1,2,,,,,,,3,,9,
20531,2,Y,,1,52,1,1,월요일,5,,,,,,,,,,,,1,1,5,5,2,,2,2,1,7,5.00,9,2,4,1,,1,5,2,3,1,,1,6,1,1,2,,2,6,1,2,2,,2,9,1,2,2,,2,10,1,3,2,,2,9,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,2,3,1,2,,,,,,,7,,8,
20532,2,Y,,1,58,9,2,월요일,5,,,,,,,,,,,,1,1,3,2,2,,1,2,2,10,6.00,10,2,1,2,,2,10,1,2,2,,2,8,1,2,2,,2,7,2,1,2,,2,7,1,2,2,,2,8,1,1,2,,2,8,1,1,2,,2,7,2,1,2,,2,9,1,1,2,,2,10,1,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,3,2,3,1,2,,,,,,,8,,11,
20533,2,Y,,2,19,17,2,월요일,5,,,,,,,,,,,,1,1,2,4,1,5,1,2,2,15,6.00,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,6,2,5,9,,1,5,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3,2,4,,,3,,,6,,,5,,6,
20534,2,Y,,2,57,15,2,월요일,5,,,,,,,,,,,,2,1,3,2,2,,2,2,2,4,4.00,9,2,4,5,,2,9,1,3,1,,1,7,1,2,1,,2,7,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,,2,1,,,,,,,,1,,11,
20535,2,Y,,2,29,9,2,월요일,5,,,,,,,,,,,,1,1,3,3,2,,1,1,,15,6.00,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,6,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,4,1,3,1,2,,,,,,,7,,10,
20536,2,Y,,2,53,6,1,월요일,5,,,,,,,,,,,,2,1,4,2,2,,1,1,,1,2.00,3,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,4,2,1,,,,,,,,,3,,3,
20537,2,Y,,2,55,2,1,월요일,5,,,,,,,,,,,,1,1,2,5,2,,2,2,2,2,3.00,10,1,2,1,,2,6,1,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,4,2,3,1,2,,,,,,,3,,5,
